name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Okura Japanese Cuisine,279,Restaurant,American,"East street, Douglas, Cork, T12 VP98, Ireland",4.5,45,€20-35,+353 21 427 2456,https://www.google.com/url?q=http://www.okuracuisine.ie/&opi=79508299&sa=U&ved=0ahUKEwiGg7Hs9ZiQAxWqXWwGHTeQFhUQ61gIFygS&usg=AOvVaw1h0o_bchxF91MUkAnMsY4X,https://www.google.com/maps/place/Okura+Japanese+Cuisine/data=!4m7!3m6!1s0x484485eea62c530b:0xacb14ea06485e454!8m2!3d51.8774846!4d-8.4360381!16s%2Fg%2F11fvkp129q!19sChIJC1Mspu6FREgRVOSFZKBOsaw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Some Dose Coffee Turners Cross,280,Street Food,Irish,"23C Congress Rd, Turners Cross, Cork, T12 TK80, Ireland",5,50,€5-15,+353 21 234 4455,,https://www.google.com/maps/place/Some+Dose+Coffee+Turners+Cross/data=!4m7!3m6!1s0x48449188588e7fdf:0x30692b6934beab62!8m2!3d51.8883576!4d-8.4706631!16s%2Fg%2F11tjy9x1f2!19sChIJ33-OWIiRREgRYqu-NGkraTA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Deep South,281,Cafe,Sweets and Savory,"51 Grand Parade, Centre, Cork, T12 H677, Ireland",4.2,42,€10-25,+353 21 494 9049,https://www.google.com/url?q=https://www.deepsouth.ie/&opi=79508299&sa=U&ved=0ahUKEwiJk-OH9piQAxWSTWwGHVwmAAAQ61gIHCgS&usg=AOvVaw0zUEcrUqjzjepNizUrhn5W,https://www.google.com/maps/place/Deep+South/data=!4m7!3m6!1s0x4844901a73b5c595:0xa2080b5c9c9e1bab!8m2!3d51.8963026!4d-8.4750415!16s%2Fg%2F11b76fyqfm!19sChIJlcW1cxqQREgRqxuenFwLCKI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Sandwich Stall,282,Restaurant,Italian,"Unit 39, English Market, Grand Parade, Centre, Cork, T12 V528, Ireland",4.6,46,€5-15,+353 21 425 1530,https://www.google.com/url?q=https://toonsbridgedairy.com/&opi=79508299&sa=U&ved=0ahUKEwjs4OSU9piQAxUNRWwGHQk7Bl0Q61gIFigO&usg=AOvVaw3ExVHatoH0Yhw-JXMrpd83,https://www.google.com/maps/place/The+Sandwich+Stall/data=!4m7!3m6!1s0x484490108efb8aff:0x355369404b30eeb3!8m2!3d51.8975762!4d-8.4744953!16s%2Fg%2F11f_2fhnk3!19sChIJ_4r7jhCQREgRs-4wS0BpUzU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
The Coffee Box,283,Restaurant,Mexican,"V9QQ+4P, Ballincollig, Cork, Ireland",4.9,49,€5-15,+353 86 881 4901,,https://www.google.com/maps/place/The+Coffee+Box/data=!4m7!3m6!1s0x48449373a3dd58a1:0xc8f17c039caca16f!8m2!3d51.8877602!4d-8.6106338!16s%2Fg%2F11vf3n6d9g!19sChIJoVjdo3OTREgRb6GsnAN88cg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Luigi Malones Cork,284,Pub,Irish,"1-2 Emmett Pl, Centre, Cork, T12 VF43, Ireland",4.4,44,€20-35,+353 21 436 1418,https://www.google.com/url?q=https://luigimalonescork.com/&opi=79508299&sa=U&ved=0ahUKEwic8dOu9piQAxVjSWwGHamOMZoQ61gIFygS&usg=AOvVaw0C_N8YBpd6M3FI7Tlu13z8,https://www.google.com/maps/place/Luigi+Malones+Cork/data=!4m7!3m6!1s0x48449011d62ac7f1:0x143b2064f903a80a!8m2!3d51.9000053!4d-8.4724114!16s%2Fg%2F1tgdmzgm!19sChIJ8ccq1hGQREgRCqgD-WQgOxQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cafe Mexicana,285,Cafe,Sweets and Savory,"Carey's Ln, Centre, Cork, Ireland",4.5,45,€5-15,+353 21 239 9400,https://www.google.com/url?q=http://cafemexicana.ie/&opi=79508299&sa=U&ved=0ahUKEwi0n5C89piQAxWETWwGHaIcM_0Q61gIGygS&usg=AOvVaw0M_XWlpManlXGssiuE0GiB,https://www.google.com/maps/place/Cafe+Mexicana/data=!4m7!3m6!1s0x484490105c85458d:0x520f5c1b17695bd9!8m2!3d51.8988373!4d-8.4737949!16s%2Fg%2F1tk4qkhd!19sChIJjUWFXBCQREgR2VtpFxtcD1I?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Old Reliable Irish Pub,286,Cafe,Sweets and Savory,"20 Shandon St, Shandon, Cork, T23 K593, Ireland",4.4,44,€10-25,+353 21 345 6789,,https://www.google.com/maps/place/Old+Reliable+Irish+Pub/data=!4m7!3m6!1s0x4844901395e175f5:0xcaeb3bf0c0767828!8m2!3d51.9035634!4d-8.4777652!16s%2Fg%2F11b6xgmfk4!19sChIJ9XXhlROQREgRKHh2wPA768o?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Filter,287,Bar,Continental,"19 George's Quay, Centre, Cork, T12 DK49, Ireland",4.7,47,€5-15,+353 21 463 4100,,https://www.google.com/maps/place/Filter/data=!4m7!3m6!1s0x4844901ae95e9787:0xfb32d97c25f539da!8m2!3d51.8953107!4d-8.4720465!16s%2Fg%2F1hm5npyjm!19sChIJh5de6RqQREgR2jn1JXzZMvs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Coffee Hut,288,Pub,Irish,"Douglas Community Park, Church Rd, Douglas, Cork, T12 C840, Ireland",5,50,€5-15,+353 83 345 6789,,https://www.google.com/maps/place/The+Coffee+Hut/data=!4m7!3m6!1s0x4844857c061bdd95:0xb690c22c4575b761!8m2!3d51.8743583!4d-8.437967!16s%2Fg%2F11vwv3v_xy!19sChIJld0bBnyFREgRYbd1RSzCkLY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
The Flying Enterprise Lounge,289,Restaurant,Asian,"Barrack St, S Gate Bridge, Cork, Ireland",4.1,41,€10-25,+353 21 427 0370,https://www.google.com/url?q=http://theflyingenterprise.com/&opi=79508299&sa=U&ved=0ahUKEwj15frx9piQAxVARWwGHeM6AT8Q61gIHCgS&usg=AOvVaw1g6FP_sxCHiG2qNTQrpOPi,https://www.google.com/maps/place/The+Flying+Enterprise+Lounge/data=!4m7!3m6!1s0x4844901a3d5c782f:0x5a787a823372c04f!8m2!3d51.8952991!4d-8.4760417!16s%2Fg%2F1tf6wrrx!19sChIJL3hcPRqQREgRT8ByM4J6eFo?authuser=0&hl=en&rclk=1,Upscale,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Abbey Tavern,290,Restaurant,Indian,"54 Gillabbey St, The Lough, Cork, T12 DF70, Ireland",4.8,48,€10-25,+353 21 239 3375,,https://www.google.com/maps/place/The+Abbey+Tavern/data=!4m7!3m6!1s0x484490187c752e33:0xa0ceb31fd75ea452!8m2!3d51.8938708!4d-8.4828813!16s%2Fg%2F11b7gmrbtm!19sChIJMy51fBiQREgRUqRe1x-zzqA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Malay Kitchen Cork City,291,Cafe,Sweets and Savory,"4&5 Paradise Pl, S Main St, Centre, Cork, Ireland",4.5,45,€20-35,+353 21 450 0011,https://www.google.com/url?q=http://www.malaykitchen.ie/&opi=79508299&sa=U&ved=0ahUKEwjqy46L95iQAxVYTGwGHfI2F9wQ61gIGigS&usg=AOvVaw0jQBd-VW3HTrTAfVB03Xrh,https://www.google.com/maps/place/Malay+Kitchen+Cork+City/data=!4m7!3m6!1s0x48449010cef066a1:0x3ba2a772346c7258!8m2!3d51.8983681!4d-8.4772493!16s%2Fg%2F11b5wcss4m!19sChIJoWbwzhCQREgRWHJsNHKnojs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Nawabi Hyderabad House Cork,292,Restaurant,Irish,"First floor, Pier Head Inn, Convent Rd, Blackrock, Cork, T12 N8ER, Ireland",4.7,47,€20-35,+353 21 427 3500,https://www.google.com/url?q=https://www.hyderabadhouse.ie/&opi=79508299&sa=U&ved=0ahUKEwjn_uCY95iQAxWLR2cHHXwHIgMQ61gIGygS&usg=AOvVaw1K6ZVK0SBO3c5Thh9zI6Ny,https://www.google.com/maps/place/Nawabi+Hyderabad+House+Cork/data=!4m7!3m6!1s0x48449b8bae91cf85:0xc7ac144478798e4c!8m2!3d51.8974409!4d-8.4125588!16s%2Fg%2F11wg7bcjpw!19sChIJhc-RroubREgRTI55eEQUrMc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Arthur Mayne's Pharmacy,293,Cafe,Irish,"7 Pembroke St, Centre, Cork, T12 VR62, Ireland",4.5,45,€10-25,+353 21 429 1686,https://www.google.com/url?q=http://www.corkheritagepubs.com/pubs/arthur-maynes/&opi=79508299&sa=U&ved=0ahUKEwiOusWj95iQAxWLR2cHHXwHIgMQ61gIGygS&usg=AOvVaw124ERIFsXKcEFAY7BVi7Gf,https://www.google.com/maps/place/Arthur+Mayne%27s+Pharmacy/data=!4m7!3m6!1s0x4844900ffa410881:0x969c1d467b34890!8m2!3d51.8975791!4d-8.4698659!16s%2Fg%2F124t1r5pp!19sChIJgQhB-g-QREgRkEizZ9TBaQk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Market Lane,294,Restaurant,Chinese,"5-6 Oliver Plunkett St, Centre, Cork, T12 T959, Ireland",4.6,46,€20-35,+353 21 456 7890,https://www.google.com/url?q=http://www.marketlane.ie/&opi=79508299&sa=U&ved=0ahUKEwj4q-mw95iQAxUvTmwGHXX_LDgQ61gIFygS&usg=AOvVaw3RQ8h9x71-Kdb-O6Yc5o0U,https://www.google.com/maps/place/Market+Lane/data=!4m7!3m6!1s0x4844900f99c97e61:0xa38932e10259b802!8m2!3d51.898388!4d-8.468106!16s%2Fg%2F1tcwqjy6!19sChIJYX7JmQ-QREgRArhZAuEyiaM?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Hi Café,295,Cafe,Irish,"Unit 24, Wilton Shopping Centre, Sarsfield Rd, Wilton, Cork, T12 TW08, Ireland",3.8,38,€5-15,+353 86 881 4901,https://www.google.com/url?q=http://hicafe.ie/&opi=79508299&sa=U&ved=0ahUKEwjU6OO-95iQAxUiSmwGHc44Lx4Q61gIGigS&usg=AOvVaw3KD3vwVqRSjvvQelHKRkF-,https://www.google.com/maps/place/Hi+Caf%C3%A9/data=!4m7!3m6!1s0x48448e2b2f370bd9:0x75e8d5633199c721!8m2!3d51.8807921!4d-8.5080455!16s%2Fg%2F11bbrl74ky!19sChIJ2Qs3LyuOREgRIceZMWPV6HU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Pearl River,296,Pub,Irish,"21 Princes St, Centre, Cork, Ireland",4.1,41,€20-35,+353 21 427 1544,,https://www.google.com/maps/place/Pearl+River/data=!4m7!3m6!1s0x4844901a9cb9245b:0x3a34706db185d158!8m2!3d51.8968364!4d-8.4728898!16s%2Fg%2F1tdfy3pc!19sChIJWyS5nBqQREgRWNGFsW1wNDo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Dwyers Garden Café,297,Bistro,Continental,"Forge Hill, Lehenagh Beg, Cork, T12 ANP0, Ireland",4.2,42,€5-15,+353 21 427 5077,https://www.google.com/url?q=https://dwyersgardencafe.ie/&opi=79508299&sa=U&ved=0ahUKEwjMguTY95iQAxW8cGwGHXTHAsEQ61gIGigS&usg=AOvVaw1S5I34j-NZ3iRhp_Yphx98,https://www.google.com/maps/place/Dwyers+Garden+Caf%C3%A9/data=!4m7!3m6!1s0x48448fe977557eb9:0xea44d3a0259bab47!8m2!3d51.8686943!4d-8.4816474!16s%2Fg%2F11js7dxnsh!19sChIJuX5Vd-mPREgRR6ubJaDTROo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Maureen's,298,Pub,Irish,"14 Mulgrave Rd, Shandon, Cork, T23 FT65, Ireland",4.8,48,€10-25,+353 21 567 8901,https://www.google.com/url?q=https://maureenscork.com/&opi=79508299&sa=U&ved=0ahUKEwjyktbm95iQAxU4T2wGHXOsCPcQ61gIFigO&usg=AOvVaw39CUjz-5viR3tQZC76qqyk,https://www.google.com/maps/place/Maureen%27s/data=!4m7!3m6!1s0x484491f8cf9fa4bb:0xdd87f86a86dc65c!8m2!3d51.9019346!4d-8.4741501!16s%2Fg%2F11fgj7yf0l!19sChIJu6Sfz_iRREgRXMZtqIZ_2A0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Perrotts Garden Bistro Restaurant,299,Bar,Irish,"Hayfield Manor Hotel, Perrott Ave, College Rd, The Lough, Cork, Ireland",4.5,45,€20-35,+353 21 243 8000,https://www.google.com/url?q=https://www.hayfieldmanor.ie/dining/perrotts-cork-city-bistro&opi=79508299&sa=U&ved=0ahUKEwiPxO7z95iQAxXFfWwGHST4ONYQ61gIFigS&usg=AOvVaw3jaW6PP08ec13JNXzZLukF,https://www.google.com/maps/place/Perrotts+Garden+Bistro+Restaurant/data=!4m7!3m6!1s0x48449023f48c8303:0x3d16d17e9379144f!8m2!3d51.8912044!4d-8.4902071!16s%2Fg%2F1tgvd0w0!19sChIJA4OM9COQREgRTxR5k37RFj0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Jack Forde's The Shandon Arm's,300,Pub,Irish,"12 Eason's Hill, Shandon, Cork, T23 KC93, Ireland",4.4,44,€10-25,+353 21 245 5750,,https://www.google.com/maps/place/Jack+Forde%27s+The+Shandon+Arm%27s/data=!4m7!3m6!1s0x48449013b6121f09:0x3c38b264ed51a52f!8m2!3d51.9033974!4d-8.4763847!16s%2Fg%2F11b7q1d6q_!19sChIJCR8SthOQREgRL6VR7WSyODw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Residence Bar,301,Cafe,Irish,"262 Blarney St, Gurranabraher, Cork, T23 AE92, Ireland",4.7,47,€10-25,+353 21 678 9012,,https://www.google.com/maps/place/The+Residence+Bar/data=!4m7!3m6!1s0x4844903eacb0ea91:0x2f93786f7671dd64!8m2!3d51.9012155!4d-8.4926217!16s%2Fg%2F11g6p4nrlm!19sChIJkeqwrD6QREgRZN1xdm94ky8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Fionnbarra,302,Street Food,Japanese,"73 Douglas St, Ballintemple, Cork, T12 ETF1, Ireland",4.6,46,€10-25,+353 86 795 0544,https://www.google.com/url?q=https://www.facebook.com/Fionnbarra-Bar-402432643294831/&opi=79508299&sa=U&ved=0ahUKEwitsvWa-JiQAxViS2wGHSZMFdYQ61gIFygO&usg=AOvVaw1MqbQ_qXeXHNArEqwwClpc,https://www.google.com/maps/place/Fionnbarra/data=!4m7!3m6!1s0x4844901b3d1d9825:0x61b0562493ecc45f!8m2!3d51.8936509!4d-8.4709692!16s%2Fg%2F11b6mhh27l!19sChIJJZgdPRuQREgRX8TskyRWsGE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Butter Bubble,303,Restaurant,Irish,"47 Oliver Plunkett St, Centre, Cork, T12 XP97, Ireland",4.9,49,€5-15,+353 21 480 6500,https://www.google.com/url?q=https://www.butterbubble.ie/&opi=79508299&sa=U&ved=0ahUKEwi_sfCo-JiQAxVlTWwGHVJcH8YQ61gIGigS&usg=AOvVaw0Jz2Rnh8Y1NbXUcwJWJ7Ph,https://www.google.com/maps/place/Butter+Bubble/data=!4m7!3m6!1s0x48449153e971886f:0xf36f3ed3f0cf5867!8m2!3d51.897444!4d-8.4723564!16s%2Fg%2F11t5b0chhb!19sChIJb4hx6VORREgRZ1jP8NM-b_M?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Soba Express,304,Taqueria,Mexican,"8 Carey's Ln, Centre, Cork, T12 PP71, Ireland",4.4,44,€10-25,+353 21 789 0123,https://www.google.com/url?q=http://www.soba.ie/&opi=79508299&sa=U&ved=0ahUKEwioxqG5-JiQAxUmSmwGHdZqNY0Q61gIGygS&usg=AOvVaw1XbJwxERiwrMAs_qkOuTjM,https://www.google.com/maps/place/Soba+Express/data=!4m7!3m6!1s0x484491b018189c19:0xa7549844fd51ccd4!8m2!3d51.898924!4d-8.473899!16s%2Fg%2F11h32ztdpg!19sChIJGZwYGLCRREgR1MxR_USYVKc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Greenes Restaurant,305,Bar,Irish,"Greenes Restaurant, 48 MacCurtain Street, Victorian Quarter, Cork, T23 F6EK, Ireland",4.6,46,€20-35,+353 21 427 8877,https://www.google.com/url?q=https://greenesrestaurant.com/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwjYhfvG-JiQAxVOTmwGHVgfDsEQ61gIFygS&usg=AOvVaw3Wc1FU3ZHPNQNxjTQxMdT5,https://www.google.com/maps/place/Greenes+Restaurant/data=!4m7!3m6!1s0x48435f3f7e09a2d1:0xdda5dff03c8d1ccf!8m2!3d51.9018143!4d-8.4680788!16s%2Fg%2F1vl5g5dd!19sChIJ0aIJfj9fQ0gRzxyNPPDfpd0?authuser=0&hl=en&rclk=1,"Upscale, Trendy",Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Old Town Taqueria @ Black Dog,306,Cafe,Irish,"53 N Main St, Centre, Cork, T12 AE13, Ireland",4.5,45,€10-25,+353 21 427 6433,,https://www.google.com/maps/place/The+Old+Town+Taqueria+@+Black+Dog/data=!4m7!3m6!1s0x484491412ce85d1d:0x8d3b90d3078bb8e4!8m2!3d51.898726!4d-8.4773925!16s%2Fg%2F11j39qgbj7!19sChIJHV3oLEGRREgR5LiLB9OQO40?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
The Frisky Whiskey,307,Restaurant,Continental,"116 Oliver Plunkett St, Centre, Cork, T12 P957, Ireland",4.5,45,€10-25,+353 21 890 1234,,https://www.google.com/maps/place/The+Frisky+Whiskey/data=!4m7!3m6!1s0x4844912c6a91caeb:0x9af23697dae57d9c!8m2!3d51.8982604!4d-8.4696267!16s%2Fg%2F11hyzblvfv!19sChIJ68qRaiyRREgRnH3l2pc28po?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery","Bar, Live music"
Good Day Deli,308,Street Food,Asian,"Located within, Nano Nagle Place, Douglas St, Cork, T12 X70A, Ireland",4.7,47,€10-25,+353 21 239 7046,https://www.google.com/url?q=https://www.gooddaydeli.ie/&opi=79508299&sa=U&ved=0ahUKEwjqlLH--JiQAxWiSmwGHUtTA3YQ61gIGigS&usg=AOvVaw2pFpc5_kF0w_EzGAP2bLml,https://www.google.com/maps/place/Good+Day+Deli/data=!4m7!3m6!1s0x4844901b0526df0d:0x83c71cb3cfb99c7!8m2!3d51.8938843!4d-8.4732994!16s%2Fg%2F11gdzm6swg!19sChIJDd8mBRuQREgRx5n7PMtxPAg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Helena's Restaurant,309,Bar,Irish,"Pembroke St, Centre, Cork, Ireland",4,40,€20-35,+353 83 456 7891,https://www.google.com/url?q=https://www.imperialhotelcork.com/HelenasRestaurant.html&opi=79508299&sa=U&ved=0ahUKEwj1pZeS-ZiQAxUKT2wGHVZrPTsQ61gIEigO&usg=AOvVaw1bVFbc9z-ouqt0FsQibqKV,https://www.google.com/maps/place/Helena%27s+Restaurant/data=!4m7!3m6!1s0x48449198be6cd2e7:0x92d6b54532f69f11!8m2!3d51.8973275!4d-8.4699323!16s%2Fg%2F11qn_kbn4c!19sChIJ59JsvpiRREgREZ_2MkW11pI?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Yama Asian Street Food,310,Bar,Irish,"97 Gerald Griffin St, Blackpool, Cork, T23 VW28, Ireland",4.4,44,€10-25,+353 21 431 1846,,https://www.google.com/maps/place/Yama+Asian+Street+Food/data=!4m7!3m6!1s0x48449012ccc98c61:0x9bc808fa643813d5!8m2!3d51.9073945!4d-8.476013!16s%2Fg%2F11bzt23rx6!19sChIJYYzJzBKQREgR1RM4ZPoIyJs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Brú Hostel,311,Bar,Irish,Address not available,4.1,41,€10-25,+353 87 673 8307,https://www.google.com/url?q=https://www.bruhostel.com/&opi=79508299&sa=U&ved=0ahUKEwj8wJu3-ZiQAxUcUGcHHVEXN0wQ61gIFigS&usg=AOvVaw1IwRxRHm77TRKLvSmv31PB,https://www.google.com/maps/place/Br%C3%BA+Hostel/data=!4m7!3m6!1s0x4844900ec7457b2b:0x2692aa928f44217b!8m2!3d51.9014077!4d-8.465945!16s%2Fg%2F1tfbs8xs!19sChIJK3tFxw6QREgReyFEj5KqkiY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Dine-in,Bar
5 Points,312,Cafe,Sweets and Savory,"59 MacCurtain Street, Victorian Quarter, Cork, T23 F9DT, Ireland",4.6,46,€5-15,+353 21 427 8678,https://www.google.com/url?q=https://www.instagram.com/5pointscafecork&opi=79508299&sa=U&ved=0ahUKEwiiwpDF-ZiQAxXdSmwGHUMPDbUQ61gIGigS&usg=AOvVaw3gUV5Ila91hTAJBBEkPpFf,https://www.google.com/maps/place/5+Points/data=!4m7!3m6!1s0x48449172c6b4539b:0xb464c77861edc7d5!8m2!3d51.9014024!4d-8.4657622!16s%2Fg%2F11qh5bhrr0!19sChIJm1O0xnKRREgR1cftYXjHZLQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
NV Bar,313,Pub,Irish,"32 Marlboro St, Centre, Cork, T12 P972, Ireland",4.8,48,€10-25,+353 21 436 1418,,https://www.google.com/maps/place/NV+Bar/data=!4m7!3m6!1s0x4844913c24faa795:0xd7c02517d6adcfce!8m2!3d51.8973119!4d-8.4725309!16s%2Fg%2F11txvq241p!19sChIJlaf6JDyRREgRzs-t1hclwNc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
COCOA,314,Street Food,Portuguese,"8 Winthrop St, Centre, Cork, T12 EH1Y, Ireland",4.6,46,€5-15,+353 21 427 1530,https://www.google.com/url?q=http://cocoacork.ie/&opi=79508299&sa=U&ved=0ahUKEwiel5vf-ZiQAxXSRmwGHeXnPDsQ61gIGigS&usg=AOvVaw3meqHFJ8l_TX8QawpDpWiX,https://www.google.com/maps/place/COCOA/data=!4m7!3m6!1s0x484485c6f61a7dd3:0x16ff146dec5eb1f!8m2!3d51.8981843!4d-8.4706989!16s%2Fg%2F11h3mt8zrr!19sChIJ030a9saFREgRH-vF3kbxbwE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Long Valley Bar,315,Pub,Irish,"Winthrop Arcade, 10 Winthrop St, Centre, Cork, T12 NW64, Ireland",4.5,45,€10-25,+353 21 427 4710,https://www.google.com/url?q=http://thelongvalleybar.ie/&opi=79508299&sa=U&ved=0ahUKEwjH4frr-ZiQAxV5XWwGHe7pN_QQ61gIGigS&usg=AOvVaw1bqySn9diwZwsm_nrHcwlb,https://www.google.com/maps/place/The+Long+Valley+Bar/data=!4m7!3m6!1s0x4844900fe19f189d:0x54a83fc86c18951e!8m2!3d51.8982022!4d-8.4705178!16s%2Fg%2F1vm_x8s2!19sChIJnRif4Q-QREgRHpUYbMg_qFQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Nando's Cork - Academy Street,316,Bar,Irish,"22 Academy St, Centre, Cork, T12 H70C, Ireland",4.2,42,€10-25,+353 21 425 4446,https://www.google.com/url?q=https://www.nandos.ie/restaurants/cork-academy-street%3Futm_campaign%3Dwebsitecta_NA%26utm_content%3DMulti-Chan_IE_NA_NA_NA_all_NA_NA_cork-academy-street%26utm_medium%3Dmybusiness%26utm_source%3Dgoogle%26utm_term%3DLocal&opi=79508299&sa=U&ved=0ahUKEwibrd_5-ZiQAxX4SWwGHf2TEvEQ61gIHCgS&usg=AOvVaw20TZ5I82B6Kexr_2vhoXK5,https://www.google.com/maps/place/Nando%27s+Cork+-+Academy+Street/data=!4m7!3m6!1s0x484490104daba0fd:0xcef7b4ea436a622f!8m2!3d51.899366!4d-8.473617!16s%2Fg%2F11ckw287bt!19sChIJ_aCrTRCQREgRL2JqQ-q0984?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Southern Star,317,Restaurant,Irish,"9 Southern Rd, Ballintemple, Cork, T12 WN83, Ireland",4.5,45,€10-25,+353 21 427 4149,https://www.google.com/url?q=https://southernstarpub.ie/&opi=79508299&sa=U&ved=0ahUKEwiewK6H-piQAxVfTWwGHXGLANYQ61gIGigS&usg=AOvVaw3L_f1XFjb37aXvq5IW7-ft,https://www.google.com/maps/place/The+Southern+Star/data=!4m7!3m6!1s0x48449003c79688c7:0xcab39f19951f73f9!8m2!3d51.8905806!4d-8.4631751!16s%2Fg%2F11dxd5bd7g!19sChIJx4iWxwOQREgR-XMflRmfs8o?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
El Fenix Bar,318,Bar,Irish,"3 Union Quay, Centre, Cork, T12 XF24, Ireland",4.6,46,€20-35,+353 21 496 5880,https://www.google.com/url?q=http://www.corkheritagepubs.com/pubs/el-fenix/&opi=79508299&sa=U&ved=0ahUKEwjiiLqT-piQAxWOTmwGHf_ADKQQ61gIFigO&usg=AOvVaw3EJOXkdJKNh0QXYfo-DdLi,https://www.google.com/maps/place/El+Fenix+Bar/data=!4m7!3m6!1s0x48449005818c1b9d:0x36d39a10b87fa4e8!8m2!3d51.8969509!4d-8.4668162!16s%2Fg%2F1tdp90gb!19sChIJnRuMgQWQREgR6KR_uBCa0zY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
NORTH at The Address Cork (formerly McGettigan's Cookhouse),319,Pub,Irish,"Military Hill, St Luke's, Cork, Ireland",4.1,41,€10-25,+353 21 567 8901,https://www.google.com/url?q=http://www.northeatery.com/cork&opi=79508299&sa=U&ved=0ahUKEwjiqb2g-piQAxUDUGwGHX5CObcQ61gIFygS&usg=AOvVaw1VKw2BNLXu7uxu9PVD6Xuj,https://www.google.com/maps/place/NORTH+at+The+Address+Cork+%28formerly+McGettigan%27s+Cookhouse%29/data=!4m7!3m6!1s0x4844900a706adb15:0xdfff1397747b31f6!8m2!3d51.9050675!4d-8.4594242!16s%2Fg%2F11c30tlwx0!19sChIJFdtqcAqQREgR9jF7dJcT_98?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
